,offer_id,age,income,M,F,O,send_offer
57504,10,62,37000,0,1,0,0
57506,1,65,83000,0,1,0,0
57507,3,65,83000,0,1,0,0
57508,6,65,83000,0,1,0,1
57509,8,65,83000,0,1,0,0
57510,10,65,83000,0,1,0,0
57512,6,22,46000,1,0,0,0
57513,8,22,46000,1,0,0,0
57514,9,22,46000,1,0,0,0
57516,4,48,60000,1,0,0,1
57517,5,48,60000,1,0,0,1
57518,6,48,60000,1,0,0,1
57519,10,48,60000,1,0,0,1
57521,1,46,76000,1,0,0,1
57522,2,46,76000,1,0,0,1
57523,5,46,76000,1,0,0,1
57525,4,80,61000,1,0,0,0
57526,6,80,61000,1,0,0,0
57527,7,80,61000,1,0,0,1
57528,9,80,61000,1,0,0,1
57530,6,60,54000,1,0,0,0
57531,9,60,54000,1,0,0,0
57532,10,60,54000,1,0,0,1
57534,4,53,88000,0,1,0,0
57535,5,53,88000,0,1,0,0
57536,8,53,88000,0,1,0,0
57538,1,72,79000,0,1,0,0
57539,5,72,79000,0,1,0,0
57540,6,72,79000,0,1,0,1
57541,7,72,79000,0,1,0,1
57542,9,72,79000,0,1,0,1
57544,2,62,54000,0,1,0,1
57545,4,62,54000,0,1,0,1
57546,5,62,54000,0,1,0,1
57548,3,54,43000,0,1,0,0
57549,5,54,43000,0,1,0,0
57550,7,54,43000,0,1,0,1
57551,8,54,43000,0,1,0,0
57552,10,54,43000,0,1,0,1
57554,1,73,36000,1,0,0,0
57555,4,73,36000,1,0,0,0
57556,7,73,36000,1,0,0,0
57557,9,73,36000,1,0,0,0
57559,2,20,38000,1,0,0,0
57560,5,20,38000,1,0,0,0
57561,6,20,38000,1,0,0,0
57562,9,20,38000,1,0,0,1
57564,7,65,76000,0,1,0,1
57565,9,65,76000,0,1,0,0
57567,7,31,68000,1,0,0,0
57568,8,31,68000,1,0,0,0
57570,5,49,41000,0,0,1,0
57571,8,49,41000,0,0,1,0
57573,5,84,78000,1,0,0,0
57574,7,84,78000,1,0,0,1
57575,10,84,78000,1,0,0,1
57577,2,64,68000,1,0,0,1
57578,5,64,68000,1,0,0,1
57579,6,64,68000,1,0,0,1
57580,9,64,68000,1,0,0,0
57582,4,69,72000,0,1,0,0
57583,5,69,72000,0,1,0,0
57584,2,50,76000,0,1,0,0
57585,3,50,76000,0,1,0,0
57586,7,50,76000,0,1,0,0
57587,8,50,76000,0,1,0,0
57588,9,50,76000,0,1,0,0
57590,3,26,62000,0,1,0,0
57591,6,26,62000,0,1,0,1
57592,9,26,62000,0,1,0,1
57594,2,54,62000,1,0,0,0
57595,4,54,62000,1,0,0,0
57596,8,54,62000,1,0,0,0
57597,10,54,62000,1,0,0,0
57599,2,46,50000,1,0,0,0
57600,3,46,50000,1,0,0,0
57601,5,46,50000,1,0,0,0
57602,7,46,50000,1,0,0,0
57604,1,41,57000,0,1,0,0
57605,6,41,57000,0,1,0,1
57606,8,41,57000,0,1,0,0
57608,2,41,58000,1,0,0,0
57609,3,41,58000,1,0,0,0
57610,4,41,58000,1,0,0,1
57611,10,41,58000,1,0,0,1
57613,1,85,76000,1,0,0,1
57614,4,85,76000,1,0,0,0
57615,6,85,76000,1,0,0,1
57616,7,85,76000,1,0,0,1
57617,10,85,76000,1,0,0,1
57619,3,84,35000,0,1,0,0
57620,10,84,35000,0,1,0,0
57622,2,70,72000,1,0,0,0
57623,3,70,72000,1,0,0,0
57624,5,70,72000,1,0,0,0
57626,4,63,79000,1,0,0,0
57627,6,63,79000,1,0,0,1
57628,8,63,79000,1,0,0,0
57629,9,63,79000,1,0,0,1
57631,1,58,60000,1,0,0,0
57632,4,58,60000,1,0,0,0
57633,5,58,60000,1,0,0,0
57635,2,58,30000,0,1,0,0
57636,5,58,30000,0,1,0,0
57637,6,58,30000,0,1,0,1
57638,9,58,30000,0,1,0,0
57639,10,58,30000,0,1,0,1
57641,2,55,59000,0,1,0,1
57642,4,55,59000,0,1,0,0
57644,1,49,64000,1,0,0,0
57645,3,49,64000,1,0,0,0
57646,4,49,64000,1,0,0,0
57648,1,57,31000,1,0,0,0
57649,4,57,31000,1,0,0,0
57650,5,57,31000,1,0,0,0
57651,6,57,31000,1,0,0,1
57652,7,57,31000,1,0,0,1
57653,10,57,31000,1,0,0,0
57655,1,57,76000,0,1,0,1
57656,3,57,76000,0,1,0,0
57657,4,57,76000,0,1,0,1
57658,5,57,76000,0,1,0,1
57659,7,57,76000,0,1,0,1
57661,2,54,113000,0,1,0,1
57662,4,54,113000,0,1,0,0
57663,7,54,113000,0,1,0,1
57664,8,54,113000,0,1,0,0
57666,4,44,60000,0,1,0,0
57667,8,44,60000,0,1,0,0
57668,9,44,60000,0,1,0,1
57669,10,44,60000,0,1,0,0
57671,2,95,66000,0,1,0,1
57672,9,95,66000,0,1,0,1
57673,10,95,66000,0,1,0,1
57674,4,56,54000,1,0,0,0
57675,5,56,54000,1,0,0,0
57676,6,56,54000,1,0,0,0
57677,7,56,54000,1,0,0,0
57678,10,56,54000,1,0,0,0
57680,6,34,39000,1,0,0,1
57681,8,34,39000,1,0,0,0
57682,9,34,39000,1,0,0,1
57683,10,34,39000,1,0,0,0
57685,2,73,39000,1,0,0,0
57686,3,73,39000,1,0,0,0
57687,5,73,39000,1,0,0,0
57688,8,73,39000,1,0,0,0
57689,9,73,39000,1,0,0,1
57691,5,64,70000,0,1,0,0
57692,6,64,70000,0,1,0,0
57693,9,64,70000,0,1,0,1
57695,2,29,44000,1,0,0,0
57696,3,29,44000,1,0,0,0
57697,7,29,44000,1,0,0,1
57699,4,52,59000,1,0,0,0
57700,5,52,59000,1,0,0,0
57701,8,52,59000,1,0,0,0
57703,7,67,80000,1,0,0,1
57705,2,54,31000,1,0,0,0
57706,7,54,31000,1,0,0,0
57707,10,54,31000,1,0,0,0
57709,3,66,36000,1,0,0,0
57710,4,66,36000,1,0,0,1
57711,7,66,36000,1,0,0,1
57712,8,66,36000,1,0,0,0
57713,9,66,36000,1,0,0,1
57715,1,67,85000,0,1,0,1
57716,4,67,85000,0,1,0,1
57717,8,67,85000,0,1,0,0
57718,10,67,85000,0,1,0,0
57720,4,48,54000,0,1,0,0
57721,8,48,54000,0,1,0,0
57723,3,71,34000,0,1,0,0
57724,4,71,34000,0,1,0,0
57726,3,61,96000,0,1,0,0
57727,4,61,96000,0,1,0,1
57729,2,49,54000,0,1,0,1
57730,3,49,54000,0,1,0,0
57731,5,49,54000,0,1,0,1
57732,8,49,54000,0,1,0,0
57733,10,49,54000,0,1,0,1
57735,1,68,49000,1,0,0,0
57736,4,68,49000,1,0,0,0
57737,9,68,49000,1,0,0,0
57738,10,68,49000,1,0,0,0
57740,2,52,87000,1,0,0,1
57741,3,52,87000,1,0,0,0
57742,8,52,87000,1,0,0,0
57743,10,52,87000,1,0,0,0
57745,2,75,70000,1,0,0,1
57746,4,75,70000,1,0,0,1
57747,9,75,70000,1,0,0,1
57749,5,45,63000,1,0,0,0
57750,7,45,63000,1,0,0,1
57751,8,45,63000,1,0,0,0
57752,9,45,63000,1,0,0,1
57754,6,41,51000,1,0,0,0
57755,7,41,51000,1,0,0,1
57756,9,41,51000,1,0,0,0
57758,4,81,39000,1,0,0,0
57759,5,81,39000,1,0,0,0
57760,6,81,39000,1,0,0,0
57761,8,81,39000,1,0,0,0
57763,4,69,84000,1,0,0,1
57764,6,69,84000,1,0,0,0
57765,10,69,84000,1,0,0,0
57767,1,43,42000,1,0,0,0
57768,7,43,42000,1,0,0,0
57769,9,43,42000,1,0,0,0
57771,2,61,78000,1,0,0,0
57772,6,61,78000,1,0,0,0
57773,10,61,78000,1,0,0,0
57775,3,49,71000,1,0,0,0
57776,8,49,71000,1,0,0,0
57778,2,79,77000,0,1,0,1
57779,3,79,77000,0,1,0,0
57780,5,79,77000,0,1,0,1
57781,9,79,77000,0,1,0,1
57783,2,56,40000,1,0,0,0
57784,3,56,40000,1,0,0,0
57785,6,56,40000,1,0,0,0
57786,7,56,40000,1,0,0,1
57787,8,56,40000,1,0,0,0
57789,2,54,99000,0,1,0,1
57790,5,54,99000,0,1,0,0
57791,6,54,99000,0,1,0,1
57792,7,54,99000,0,1,0,0
57794,6,52,68000,0,1,0,0
57795,7,52,68000,0,1,0,1
57796,8,52,68000,0,1,0,0
57798,5,47,59000,0,1,0,0
57799,8,47,59000,0,1,0,0
57800,9,47,59000,0,1,0,0
57802,1,58,30000,1,0,0,0
57803,6,58,30000,1,0,0,0
57804,10,58,30000,1,0,0,0
57806,3,85,55000,1,0,0,0
57807,4,85,55000,1,0,0,0
57808,6,85,55000,1,0,0,0
57809,8,85,55000,1,0,0,0
57811,2,73,83000,0,1,0,1
57812,3,73,83000,0,1,0,0
57813,8,73,83000,0,1,0,0
57815,2,27,60000,0,1,0,0
57816,7,27,60000,0,1,0,1
57817,9,27,60000,0,1,0,1
57819,1,61,71000,1,0,0,0
57820,2,61,71000,1,0,0,0
57821,6,61,71000,1,0,0,1
57822,10,61,71000,1,0,0,0
57824,1,49,99000,1,0,0,0
57825,2,49,99000,1,0,0,0
57826,3,49,99000,1,0,0,0
57827,4,49,99000,1,0,0,0
57829,2,42,55000,1,0,0,1
57830,6,42,55000,1,0,0,1
57831,7,42,55000,1,0,0,1
57832,10,42,55000,1,0,0,0
57834,2,73,57000,1,0,0,1
57835,4,73,57000,1,0,0,1
57836,6,73,57000,1,0,0,1
57837,8,73,57000,1,0,0,0
57839,4,64,60000,1,0,0,1
57840,8,64,60000,1,0,0,0
57841,10,64,60000,1,0,0,0
57843,1,55,36000,1,0,0,0
57844,5,55,36000,1,0,0,0
57845,6,55,36000,1,0,0,1
57846,9,55,36000,1,0,0,0
57848,1,70,66000,1,0,0,0
57849,5,70,66000,1,0,0,0
57850,7,70,66000,1,0,0,0
57851,8,70,66000,1,0,0,0
57852,10,70,66000,1,0,0,0
57854,2,78,44000,0,1,0,0
57855,3,78,44000,0,1,0,0
57856,9,78,44000,0,1,0,1
57857,10,78,44000,0,1,0,0
57859,4,46,72000,0,1,0,1
57860,6,46,72000,0,1,0,1
57861,7,46,72000,0,1,0,1
57863,2,67,74000,1,0,0,0
57864,4,67,74000,1,0,0,0
57865,10,67,74000,1,0,0,0
57867,3,75,65000,0,1,0,0
57868,7,75,65000,0,1,0,1
57869,8,75,65000,0,1,0,0
57871,2,76,102000,0,1,0,0
57872,4,76,102000,0,1,0,0
57873,5,76,102000,0,1,0,0
57874,6,76,102000,0,1,0,0
57876,4,67,54000,1,0,0,1
57877,6,67,54000,1,0,0,1
57878,7,67,54000,1,0,0,0
57880,2,70,73000,1,0,0,0
57881,6,70,73000,1,0,0,0
57882,7,70,73000,1,0,0,0
57883,9,70,73000,1,0,0,0
57885,1,28,36000,1,0,0,0
57886,5,28,36000,1,0,0,0
57887,7,28,36000,1,0,0,0
57888,9,28,36000,1,0,0,0
57890,6,84,90000,1,0,0,0
57891,7,84,90000,1,0,0,1
57892,8,84,90000,1,0,0,0
57894,2,25,68000,1,0,0,0
57895,3,25,68000,1,0,0,0
57896,5,25,68000,1,0,0,0
57897,10,25,68000,1,0,0,0
57899,2,48,50000,0,1,0,0
57900,5,48,50000,0,1,0,0
57901,9,48,50000,0,1,0,0
57903,2,71,36000,0,1,0,1
57904,4,71,36000,0,1,0,0
57905,5,71,36000,0,1,0,0
57906,7,71,36000,0,1,0,1
57907,7,57,88000,0,1,0,0
57909,6,42,38000,1,0,0,0
57910,7,42,38000,1,0,0,0
57911,8,42,38000,1,0,0,0
57913,8,23,38000,1,0,0,0
57914,10,23,38000,1,0,0,0
57916,1,43,39000,0,1,0,1
57917,3,43,39000,0,1,0,0
57918,4,43,39000,0,1,0,0
57919,8,43,39000,0,1,0,0
57921,1,35,38000,0,1,0,0
57922,9,35,38000,0,1,0,0
57923,10,35,38000,0,1,0,0
57925,6,75,98000,1,0,0,1
57926,9,75,98000,1,0,0,1
57927,10,75,98000,1,0,0,1
57929,1,36,75000,1,0,0,0
57930,3,36,75000,1,0,0,0
57931,4,36,75000,1,0,0,1
57932,6,36,75000,1,0,0,1
57933,8,36,75000,1,0,0,0
57935,3,43,33000,1,0,0,0
57936,7,43,33000,1,0,0,0
57937,8,43,33000,1,0,0,0
57938,9,43,33000,1,0,0,0
57940,1,57,36000,1,0,0,0
57941,2,57,36000,1,0,0,0
57942,7,57,36000,1,0,0,1
57944,2,68,57000,0,1,0,0
57945,5,68,57000,0,1,0,1
57946,6,68,57000,0,1,0,1
57948,3,44,33000,0,1,0,0
57949,5,44,33000,0,1,0,0
57950,9,44,33000,0,1,0,0
57952,1,69,78000,1,0,0,0
57953,7,69,78000,1,0,0,1
57954,10,69,78000,1,0,0,0
57956,6,84,96000,1,0,0,1
57957,7,84,96000,1,0,0,0
57958,8,84,96000,1,0,0,0
57959,10,84,96000,1,0,0,1
57961,1,96,87000,0,1,0,0
57962,2,96,87000,0,1,0,1
57963,3,96,87000,0,1,0,0
57964,4,96,87000,0,1,0,0
57965,6,96,87000,0,1,0,0
57966,8,96,87000,0,1,0,0
57968,5,33,57000,0,1,0,0
57969,6,33,57000,0,1,0,1
57970,7,33,57000,0,1,0,1
57972,2,66,80000,0,1,0,0
57973,4,66,80000,0,1,0,0
57974,7,66,80000,0,1,0,1
57976,2,19,67000,1,0,0,0
57977,3,19,67000,1,0,0,0
57978,10,19,67000,1,0,0,1
57980,1,65,79000,0,1,0,0
57981,3,65,79000,0,1,0,0
57982,6,65,79000,0,1,0,1
57984,1,63,58000,1,0,0,1
57985,3,63,58000,1,0,0,0
57986,4,63,58000,1,0,0,0
57987,8,63,58000,1,0,0,0
57989,1,48,37000,1,0,0,0
57990,2,48,37000,1,0,0,0
57991,7,48,37000,1,0,0,0
57993,1,48,84000,0,1,0,1
57994,3,48,84000,0,1,0,0
57995,5,48,84000,0,1,0,0
57996,10,48,84000,0,1,0,1
57998,1,33,48000,1,0,0,0
57999,4,33,48000,1,0,0,0
58000,5,33,48000,1,0,0,0
58001,9,33,48000,1,0,0,1
58003,1,79,78000,0,1,0,1
58004,3,79,78000,0,1,0,0
58005,8,79,78000,0,1,0,0
58006,10,79,78000,0,1,0,1
58008,2,37,51000,1,0,0,0
58009,4,37,51000,1,0,0,0
58010,5,37,51000,1,0,0,0
58011,7,37,51000,1,0,0,1
58012,10,37,51000,1,0,0,1
58014,5,55,53000,1,0,0,1
58015,7,55,53000,1,0,0,1
58016,9,55,53000,1,0,0,1
58018,4,53,105000,1,0,0,0
58019,6,53,105000,1,0,0,0
58020,8,53,105000,1,0,0,0
58022,4,28,33000,1,0,0,0
58023,6,28,33000,1,0,0,0
58024,8,28,33000,1,0,0,0
58025,9,28,33000,1,0,0,1
58027,5,87,89000,0,1,0,1
58028,6,87,89000,0,1,0,0
58029,10,87,89000,0,1,0,0
58031,2,66,55000,0,1,0,0
58032,3,66,55000,0,1,0,0
58033,5,66,55000,0,1,0,0
58034,8,66,55000,0,1,0,0
58036,1,61,115000,0,1,0,0
58037,2,61,115000,0,1,0,0
58038,6,61,115000,0,1,0,1
58039,7,61,115000,0,1,0,1
58041,1,66,54000,1,0,0,0
58042,4,66,54000,1,0,0,0
58043,6,66,54000,1,0,0,1
58044,7,66,54000,1,0,0,1
58046,2,75,56000,1,0,0,0
58047,4,75,56000,1,0,0,1
58048,10,75,56000,1,0,0,0
58050,2,27,57000,0,1,0,0
58051,4,27,57000,0,1,0,0
58052,8,27,57000,0,1,0,0
58053,10,27,57000,0,1,0,0
58055,1,55,60000,1,0,0,1
58056,6,55,60000,1,0,0,1
58057,7,55,60000,1,0,0,1
58058,10,55,60000,1,0,0,1
58060,1,40,42000,1,0,0,0
58061,5,40,42000,1,0,0,0
58062,8,40,42000,1,0,0,0
58063,10,40,42000,1,0,0,0
58065,7,40,73000,1,0,0,1
58066,10,40,73000,1,0,0,1
58068,2,77,68000,1,0,0,0
58069,4,77,68000,1,0,0,1
58071,1,42,65000,1,0,0,1
58072,2,42,65000,1,0,0,1
58073,7,42,65000,1,0,0,1
58074,8,42,65000,1,0,0,0
58076,1,49,34000,1,0,0,0
58077,3,49,34000,1,0,0,0
58078,8,49,34000,1,0,0,0
58079,9,49,34000,1,0,0,1
58080,10,49,34000,1,0,0,0
58082,6,80,83000,0,1,0,1
58083,7,80,83000,0,1,0,1
58084,10,80,83000,0,1,0,0
58086,3,29,50000,1,0,0,0
58087,4,29,50000,1,0,0,0
58088,10,29,50000,1,0,0,0
58090,1,56,75000,1,0,0,0
58091,6,56,75000,1,0,0,1
58092,7,56,75000,1,0,0,1
58093,8,56,75000,1,0,0,0
58094,10,56,75000,1,0,0,0
58096,1,37,47000,0,1,0,0
58097,5,37,47000,0,1,0,0
58098,8,37,47000,0,1,0,0
58100,1,21,70000,1,0,0,0
58101,2,21,70000,1,0,0,0
58102,3,21,70000,1,0,0,0
58103,4,21,70000,1,0,0,0
58104,10,21,70000,1,0,0,1
58106,4,60,35000,1,0,0,1
58107,6,60,35000,1,0,0,1
58108,8,60,35000,1,0,0,0
58109,10,60,35000,1,0,0,0
58111,3,26,30000,1,0,0,0
58113,4,56,54000,0,1,0,0
58114,6,56,54000,0,1,0,1
58115,7,56,54000,0,1,0,1
58116,8,56,54000,0,1,0,0
58118,2,95,67000,0,1,0,0
58119,4,95,67000,0,1,0,0
58120,7,95,67000,0,1,0,0
58121,9,95,67000,0,1,0,1
58122,10,95,67000,0,1,0,0
58124,6,74,97000,0,1,0,1
58125,8,74,97000,0,1,0,0
58126,10,74,97000,0,1,0,1
58128,1,71,34000,1,0,0,0
58129,4,71,34000,1,0,0,0
58131,3,49,57000,1,0,0,0
58132,6,49,57000,1,0,0,1
58133,7,49,57000,1,0,0,1
58135,1,61,81000,0,1,0,0
58136,5,61,81000,0,1,0,0
58138,5,55,83000,0,1,0,0
58139,6,55,83000,0,1,0,1
58140,9,55,83000,0,1,0,0
58141,10,55,83000,0,1,0,1
58143,2,70,57000,1,0,0,0
58144,4,70,57000,1,0,0,0
58145,6,70,57000,1,0,0,0
58147,2,74,77000,1,0,0,0
58148,3,74,77000,1,0,0,0
58149,8,74,77000,1,0,0,0
58150,10,74,77000,1,0,0,0
58152,1,64,111000,0,1,0,0
58153,6,64,111000,0,1,0,0
58154,9,64,111000,0,1,0,1
58155,10,64,111000,0,1,0,0
58157,2,45,55000,0,1,0,1
58158,3,45,55000,0,1,0,0
58159,9,45,55000,0,1,0,0
58160,10,45,55000,0,1,0,0
58162,1,54,66000,0,1,0,1
58163,5,54,66000,0,1,0,0
58164,8,54,66000,0,1,0,0
58165,10,54,66000,0,1,0,1
58167,3,21,71000,1,0,0,0
58168,6,21,71000,1,0,0,0
58169,8,21,71000,1,0,0,0
58171,6,50,71000,0,1,0,0
58172,9,50,71000,0,1,0,1
58174,1,70,61000,1,0,0,0
58175,2,70,61000,1,0,0,0
58176,8,70,61000,1,0,0,0
58178,2,65,43000,1,0,0,0
58179,7,65,43000,1,0,0,1
58180,8,65,43000,1,0,0,0
58181,10,65,43000,1,0,0,0
58183,2,81,70000,0,1,0,0
58184,6,81,70000,0,1,0,0
58185,9,81,70000,0,1,0,0
58186,10,81,70000,0,1,0,0
58188,1,80,98000,1,0,0,0
58189,2,80,98000,1,0,0,0
58190,7,80,98000,1,0,0,1
58191,10,80,98000,1,0,0,0
58193,1,40,30000,0,1,0,0
58194,3,40,30000,0,1,0,0
58195,5,40,30000,0,1,0,0
58196,9,40,30000,0,1,0,1
58198,2,69,60000,1,0,0,0
58199,3,69,60000,1,0,0,0
58200,6,69,60000,1,0,0,0
58201,7,69,60000,1,0,0,0
58203,2,63,65000,0,1,0,1
58204,5,63,65000,0,1,0,1
58205,6,63,65000,0,1,0,0
58207,6,43,96000,0,1,0,1
58208,7,43,96000,0,1,0,0
58209,9,43,96000,0,1,0,0
58211,1,63,52000,1,0,0,0
58212,2,63,52000,1,0,0,0
58213,5,63,52000,1,0,0,0
58215,1,83,66000,1,0,0,0
58216,3,83,66000,1,0,0,0
58217,9,83,66000,1,0,0,1
58218,10,83,66000,1,0,0,0
58220,1,39,41000,1,0,0,0
58221,2,39,41000,1,0,0,0
58222,4,39,41000,1,0,0,0
58223,10,39,41000,1,0,0,0
58225,1,46,38000,1,0,0,0
58226,3,46,38000,1,0,0,0
58227,5,46,38000,1,0,0,1
58228,9,46,38000,1,0,0,1
58230,4,38,66000,1,0,0,0
58231,5,38,66000,1,0,0,0
58232,9,38,66000,1,0,0,0
58233,10,38,66000,1,0,0,1
58235,4,70,73000,1,0,0,0
58236,9,70,73000,1,0,0,1
58238,1,93,79000,0,1,0,0
58239,2,93,79000,0,1,0,1
58240,4,93,79000,0,1,0,0
58241,6,93,79000,0,1,0,1
58242,8,93,79000,0,1,0,0
58244,2,19,62000,1,0,0,0
58245,3,19,62000,1,0,0,0
58246,4,19,62000,1,0,0,0
58247,8,19,62000,1,0,0,0
58249,1,38,53000,1,0,0,1
58250,9,38,53000,1,0,0,0
58252,4,37,35000,1,0,0,0
58253,6,37,35000,1,0,0,0
58254,7,37,35000,1,0,0,0
58255,8,37,35000,1,0,0,0
58257,3,61,64000,1,0,0,0
58258,8,61,64000,1,0,0,0
58259,9,61,64000,1,0,0,1
58260,10,61,64000,1,0,0,0
58262,6,39,53000,1,0,0,0
58263,7,39,53000,1,0,0,0
58265,6,82,107000,0,1,0,1
58266,7,82,107000,0,1,0,1
58267,8,82,107000,0,1,0,0
58269,3,34,42000,1,0,0,0
58270,4,34,42000,1,0,0,1
58271,7,34,42000,1,0,0,1
58272,9,34,42000,1,0,0,1
58274,2,77,41000,0,1,0,0
58275,4,77,41000,0,1,0,0
58276,5,77,41000,0,1,0,0
58277,9,77,41000,0,1,0,0
58279,3,70,67000,1,0,0,0
58280,4,70,67000,1,0,0,0
58281,5,70,67000,1,0,0,0
58283,3,61,44000,1,0,0,0
58284,4,61,44000,1,0,0,0
58285,5,61,44000,1,0,0,0
58286,9,61,44000,1,0,0,0
58288,1,40,60000,1,0,0,0
58289,6,40,60000,1,0,0,0
58290,8,40,60000,1,0,0,0
58291,9,40,60000,1,0,0,0
58293,6,60,70000,1,0,0,1
58294,7,60,70000,1,0,0,1
58296,5,71,36000,0,1,0,0
58297,8,71,36000,0,1,0,0
58299,1,61,68000,1,0,0,0
58300,2,61,68000,1,0,0,0
58301,10,61,68000,1,0,0,0
58303,3,90,93000,0,1,0,0
58304,4,90,93000,0,1,0,0
58305,6,90,93000,0,1,0,1
58307,3,37,59000,1,0,0,0
58308,4,37,59000,1,0,0,0
58309,5,37,59000,1,0,0,0
58310,9,37,59000,1,0,0,0
58311,10,37,59000,1,0,0,0
58313,3,69,51000,0,0,1,0
58314,4,69,51000,0,0,1,0
58316,2,33,53000,1,0,0,0
58317,4,33,53000,1,0,0,0
58318,9,33,53000,1,0,0,0
58319,10,33,53000,1,0,0,0
58321,1,50,57000,0,1,0,1
58322,4,50,57000,0,1,0,0
58323,6,50,57000,0,1,0,1
58324,8,50,57000,0,1,0,0
58326,2,71,36000,1,0,0,0
58327,3,71,36000,1,0,0,0
58328,4,71,36000,1,0,0,0
58329,10,71,36000,1,0,0,0
58331,3,54,57000,1,0,0,0
58332,6,54,57000,1,0,0,0
58333,7,54,57000,1,0,0,0
58334,8,54,57000,1,0,0,0
58336,2,46,56000,1,0,0,1
58337,3,46,56000,1,0,0,0
58338,5,46,56000,1,0,0,0
58339,6,46,56000,1,0,0,1
58340,8,46,56000,1,0,0,0
58342,3,52,70000,1,0,0,0
58343,6,52,70000,1,0,0,0
58344,9,52,70000,1,0,0,0
58346,1,55,85000,0,1,0,1
58347,2,55,85000,0,1,0,1
58348,5,55,85000,0,1,0,1
58349,10,55,85000,0,1,0,1
58351,1,30,53000,1,0,0,1
58352,2,30,53000,1,0,0,0
58353,3,30,53000,1,0,0,0
58354,8,30,53000,1,0,0,0
58356,3,35,34000,1,0,0,0
58357,9,35,34000,1,0,0,0
58358,10,35,34000,1,0,0,0
58360,2,73,115000,0,1,0,0
58361,3,73,115000,0,1,0,0
58362,6,73,115000,0,1,0,0
58363,10,73,115000,0,1,0,0
58365,4,34,39000,0,1,0,0
58366,6,34,39000,0,1,0,1
58367,7,34,39000,0,1,0,1
58368,9,34,39000,0,1,0,1
58370,2,50,80000,0,1,0,1
58371,3,50,80000,0,1,0,0
58372,4,50,80000,0,1,0,0
58373,5,50,80000,0,1,0,0
58374,9,50,80000,0,1,0,0
58376,6,55,114000,0,1,0,1
58377,10,55,114000,0,1,0,0
58379,1,26,40000,1,0,0,0
58380,2,26,40000,1,0,0,0
58381,3,26,40000,1,0,0,0
58382,5,26,40000,1,0,0,0
58383,10,26,40000,1,0,0,0
58385,2,79,54000,1,0,0,0
58386,8,79,54000,1,0,0,0
58387,9,79,54000,1,0,0,0
58388,10,79,54000,1,0,0,0
58390,1,78,37000,0,1,0,0
58391,4,78,37000,0,1,0,0
58392,9,78,37000,0,1,0,0
58394,4,41,35000,0,1,0,1
58395,5,41,35000,0,1,0,0
58396,6,41,35000,0,1,0,0
58397,8,41,35000,0,1,0,0
58399,6,57,65000,1,0,0,1
58400,10,57,65000,1,0,0,0
58402,1,57,77000,1,0,0,1
58403,4,57,77000,1,0,0,1
58404,5,57,77000,1,0,0,0
58405,6,57,77000,1,0,0,1
58406,8,57,77000,1,0,0,0
58408,4,68,44000,1,0,0,1
58409,7,68,44000,1,0,0,1
58410,9,68,44000,1,0,0,0
58411,10,68,44000,1,0,0,0
58413,3,79,69000,1,0,0,0
58414,4,79,69000,1,0,0,1
58415,7,79,69000,1,0,0,0
58416,8,79,69000,1,0,0,0
58417,9,79,69000,1,0,0,1
58419,1,80,61000,1,0,0,0
58420,4,80,61000,1,0,0,0
58421,5,80,61000,1,0,0,0
58422,9,80,61000,1,0,0,0
58424,2,78,74000,0,1,0,1
58425,3,78,74000,0,1,0,0
58426,5,78,74000,0,1,0,0
58427,8,78,74000,0,1,0,0
58429,1,44,66000,1,0,0,0
58430,6,44,66000,1,0,0,0
58431,10,44,66000,1,0,0,0
58433,3,56,81000,0,1,0,0
58434,6,56,81000,0,1,0,1
58435,8,56,81000,0,1,0,0
58436,10,56,81000,0,1,0,0
58438,2,31,71000,1,0,0,1
58439,6,31,71000,1,0,0,1
58440,8,31,71000,1,0,0,0
58441,10,31,71000,1,0,0,1
58443,2,63,73000,1,0,0,0
58444,4,63,73000,1,0,0,0
58445,6,63,73000,1,0,0,1
58446,7,63,73000,1,0,0,1
58448,5,62,43000,1,0,0,0
58449,7,62,43000,1,0,0,0
58450,8,62,43000,1,0,0,0
58451,10,62,43000,1,0,0,1
58453,1,45,65000,0,1,0,1
58454,3,45,65000,0,1,0,0
58455,7,45,65000,0,1,0,1
58456,8,45,65000,0,1,0,0
58458,2,59,100000,0,1,0,1
58459,4,59,100000,0,1,0,0
58460,5,59,100000,0,1,0,0
58461,6,59,100000,0,1,0,1
58462,8,59,100000,0,1,0,0
58464,4,40,55000,0,1,0,1
58465,5,40,55000,0,1,0,1
58466,7,40,55000,0,1,0,0
58467,9,40,55000,0,1,0,1
58469,1,57,55000,0,1,0,1
58470,6,57,55000,0,1,0,1
58472,4,65,74000,1,0,0,1
58473,7,65,74000,1,0,0,1
58474,8,65,74000,1,0,0,0
58476,1,70,75000,0,1,0,1
58477,4,70,75000,0,1,0,0
58478,7,70,75000,0,1,0,1
58480,1,23,73000,1,0,0,0
58481,5,23,73000,1,0,0,0
58482,10,23,73000,1,0,0,1
58483,3,60,86000,0,0,1,0
58484,5,60,86000,0,0,1,0
58486,2,62,87000,0,1,0,0
58487,10,62,87000,0,1,0,0
58489,3,53,95000,1,0,0,0
58490,8,53,95000,1,0,0,0
58491,9,53,95000,1,0,0,0
58492,10,53,95000,1,0,0,0
58494,3,66,68000,0,1,0,0
58495,6,66,68000,0,1,0,1
