,customer_id,offer_id,offer_received,offer_viewed,offer_completed,time_received,time_viewed,time_completed,offer_duration
54985,13372,2,1.0,1.0,0.0,0,0,0,120
54986,13372,4,1.0,0.0,0.0,408,0,0,168
54987,13372,5,1.0,0.0,0.0,576,0,0,240
54988,13372,9,1.0,1.0,0.0,336,354,0,120
54990,13373,4,1.0,1.0,1.0,168,168,174,168
54991,13373,6,1.0,1.0,1.0,0,6,24,168
54992,13373,8,2.0,2.0,0.0,408,414,0,72
54993,13373,9,1.0,1.0,1.0,336,342,348,120
54995,13375,7,1.0,0.0,1.0,408,0,636,240
54996,13375,8,1.0,0.0,0.0,336,0,0,72
54997,13375,9,1.0,1.0,1.0,576,642,636,120
54998,13376,6,1.0,1.0,0.0,408,480,0,168
54999,13376,8,1.0,1.0,0.0,504,552,0,72
55000,13376,9,1.0,1.0,0.0,0,48,0,120
55001,13376,10,2.0,0.0,0.0,168,0,0,168
55003,13378,2,1.0,1.0,1.0,576,576,624,120
55004,13378,5,2.0,2.0,2.0,0,12,102,240
55005,13378,9,1.0,1.0,1.0,336,372,372,120
55007,13379,1,1.0,1.0,1.0,168,186,270,168
55008,13379,3,1.0,1.0,0.0,336,354,0,96
55009,13379,4,1.0,1.0,1.0,504,510,516,168
55010,13379,7,1.0,1.0,1.0,408,408,462,240
55012,13380,1,2.0,2.0,2.0,0,6,48,168
55013,13380,2,2.0,2.0,1.0,408,408,420,120
55015,13381,1,1.0,1.0,1.0,576,600,612,168
55016,13381,2,1.0,1.0,1.0,168,180,258,120
55017,13381,10,1.0,1.0,1.0,408,444,474,168
55019,13382,1,1.0,1.0,0.0,336,342,0,168
55020,13382,6,1.0,1.0,1.0,504,540,594,168
55021,13382,7,1.0,1.0,1.0,0,0,54,240
55022,13382,10,1.0,1.0,1.0,576,588,714,168
55024,13383,4,1.0,0.0,0.0,336,0,0,168
55025,13383,5,1.0,0.0,0.0,408,0,0,240
55026,13383,6,1.0,1.0,1.0,576,606,618,168
55027,13383,7,1.0,1.0,1.0,168,180,270,240
55028,13383,10,1.0,0.0,1.0,504,0,630,168
55030,13384,4,1.0,1.0,1.0,504,504,522,168
55031,13384,9,1.0,1.0,0.0,576,576,0,120
55032,13384,10,1.0,1.0,1.0,408,444,522,168
55034,13385,3,1.0,0.0,0.0,504,0,0,96
55035,13385,5,2.0,0.0,0.0,408,0,0,240
55036,13385,8,2.0,1.0,0.0,0,60,0,72
55037,13385,9,1.0,1.0,0.0,168,174,0,120
55039,13386,1,1.0,0.0,0.0,576,0,0,168
55040,13386,2,1.0,1.0,1.0,336,342,342,120
55041,13386,10,1.0,0.0,1.0,168,0,294,168
55043,13387,2,1.0,1.0,0.0,336,336,0,120
55044,13387,5,2.0,0.0,0.0,168,0,0,240
55045,13387,6,1.0,1.0,0.0,504,504,0,168
55046,13387,9,1.0,1.0,0.0,408,420,0,120
55048,13388,1,1.0,1.0,0.0,168,168,0,168
55049,13388,2,2.0,1.0,0.0,336,426,0,120
55050,13388,4,1.0,0.0,0.0,0,0,0,168
55051,13388,9,1.0,1.0,1.0,576,624,606,120
55053,13391,7,1.0,1.0,1.0,576,576,588,240
55054,13391,8,1.0,1.0,0.0,0,12,0,72
55056,13392,3,1.0,0.0,0.0,504,0,0,96
55057,13392,4,1.0,0.0,1.0,336,0,390,168
55058,13392,7,1.0,1.0,1.0,408,414,642,240
55059,13392,8,1.0,1.0,0.0,576,600,0,72
55060,13392,9,1.0,1.0,0.0,0,60,0,120
55062,13393,3,1.0,1.0,0.0,576,594,0,96
55063,13393,6,1.0,1.0,1.0,168,174,174,168
55064,13393,8,1.0,1.0,0.0,0,60,0,72
55065,13393,9,1.0,1.0,1.0,504,504,528,120
55066,13393,10,1.0,1.0,1.0,336,348,366,168
55068,13394,1,1.0,1.0,1.0,576,600,678,168
55069,13394,5,2.0,1.0,2.0,336,336,360,240
55070,13394,9,1.0,0.0,0.0,408,0,0,120
55071,13394,10,1.0,1.0,1.0,0,0,36,168
55073,13395,1,1.0,1.0,1.0,504,516,516,168
55074,13395,3,1.0,1.0,0.0,576,576,0,96
55075,13395,5,2.0,2.0,2.0,168,216,186,240
55076,13395,10,1.0,1.0,1.0,0,6,36,168
55078,13396,1,1.0,0.0,0.0,0,0,0,168
55079,13396,2,2.0,2.0,2.0,168,186,192,120
55080,13396,9,1.0,1.0,1.0,576,600,588,120
55081,13396,10,1.0,1.0,1.0,504,510,546,168
55083,13398,6,1.0,1.0,1.0,504,504,528,168
55084,13398,7,1.0,1.0,1.0,336,336,360,240
55085,13398,8,2.0,2.0,0.0,408,438,0,72
55087,13399,1,1.0,1.0,1.0,408,420,528,168
55088,13399,3,1.0,1.0,0.0,504,522,0,96
55089,13399,4,1.0,1.0,1.0,576,588,600,168
55090,13399,6,1.0,1.0,1.0,0,6,12,168
55091,13399,10,1.0,0.0,1.0,336,0,348,168
55093,13400,2,1.0,1.0,1.0,576,582,648,120
55094,13400,6,1.0,0.0,0.0,0,0,0,168
55095,13400,7,1.0,1.0,1.0,336,468,354,240
55096,13400,9,1.0,1.0,1.0,168,168,210,120
55097,13400,10,1.0,0.0,1.0,504,0,534,168
55099,13401,1,2.0,2.0,2.0,168,306,192,168
55100,13401,7,1.0,1.0,1.0,0,12,54,240
55101,13401,9,1.0,1.0,1.0,408,426,426,120
55102,13401,10,1.0,0.0,1.0,576,0,684,168
55104,13402,2,1.0,1.0,1.0,168,192,216,120
55105,13402,3,1.0,1.0,0.0,336,378,0,96
55106,13402,4,1.0,1.0,1.0,504,504,510,168
55107,13402,10,1.0,1.0,1.0,576,600,618,168
55109,13403,6,2.0,2.0,2.0,336,342,348,168
55110,13403,7,1.0,1.0,1.0,168,186,252,240
55111,13403,10,1.0,0.0,0.0,0,0,0,168
55113,13404,2,1.0,1.0,0.0,408,408,0,120
55114,13404,3,1.0,0.0,0.0,0,0,0,96
55115,13404,4,1.0,1.0,0.0,168,168,0,168
55117,13405,3,1.0,1.0,0.0,336,528,0,96
55119,13406,2,1.0,1.0,1.0,408,444,486,120
55120,13406,3,2.0,1.0,0.0,504,594,0,96
55121,13406,5,2.0,1.0,2.0,168,372,222,240
55122,13406,7,1.0,1.0,1.0,0,0,12,240
55124,13407,1,1.0,1.0,0.0,504,534,0,168
55125,13407,5,2.0,0.0,0.0,168,0,0,240
55126,13407,6,1.0,1.0,1.0,336,336,408,168
55128,13408,2,1.0,1.0,1.0,576,588,600,120
55129,13408,3,1.0,1.0,0.0,336,366,0,96
55130,13408,5,1.0,0.0,1.0,504,0,600,240
55131,13408,6,1.0,1.0,1.0,0,0,6,168
55132,13408,9,2.0,2.0,2.0,168,180,204,120
55134,13409,1,1.0,1.0,0.0,168,192,0,168
55135,13409,3,1.0,0.0,0.0,504,0,0,96
55136,13409,8,1.0,1.0,0.0,408,426,0,72
55137,13409,10,1.0,0.0,1.0,576,0,690,168
55139,13410,2,1.0,1.0,1.0,576,582,600,120
55140,13410,5,1.0,1.0,1.0,336,372,438,240
55141,13410,7,2.0,2.0,2.0,408,414,438,240
55143,13411,3,1.0,1.0,0.0,0,6,0,96
55144,13411,4,1.0,1.0,1.0,336,348,384,168
55145,13411,6,1.0,1.0,0.0,576,618,0,168
55146,13411,8,1.0,1.0,0.0,408,408,0,72
55148,13412,5,1.0,0.0,0.0,168,0,0,240
55149,13412,7,1.0,1.0,1.0,0,18,156,240
55151,13414,1,1.0,1.0,0.0,408,456,0,168
55152,13414,2,1.0,1.0,0.0,504,522,0,120
55153,13414,9,1.0,1.0,1.0,576,576,642,120
55155,13415,3,1.0,0.0,0.0,168,0,0,96
55156,13415,8,1.0,1.0,0.0,0,0,0,72
55157,13415,9,1.0,1.0,1.0,576,630,630,120
55158,13415,10,1.0,1.0,1.0,408,540,534,168
55160,13416,3,1.0,1.0,0.0,408,408,0,96
55161,13416,7,1.0,1.0,0.0,576,588,0,240
55162,13416,8,1.0,1.0,0.0,168,168,0,72
55163,13416,10,1.0,1.0,0.0,0,0,0,168
55165,13417,2,1.0,1.0,0.0,168,168,0,120
55166,13417,3,1.0,0.0,0.0,504,0,0,96
55167,13417,4,1.0,0.0,0.0,0,0,0,168
55168,13417,5,1.0,0.0,0.0,336,0,0,240
55169,13417,8,1.0,1.0,0.0,408,408,0,72
55171,13418,3,1.0,1.0,0.0,0,12,0,96
55172,13418,6,1.0,1.0,1.0,336,372,372,168
55173,13418,7,1.0,0.0,1.0,504,0,684,240
55174,13418,9,1.0,1.0,1.0,408,444,408,120
55175,13418,10,1.0,1.0,1.0,576,648,684,168
55177,13419,2,1.0,1.0,0.0,168,222,0,120
55178,13419,5,1.0,0.0,0.0,504,0,0,240
55179,13419,6,1.0,1.0,0.0,576,594,0,168
55180,13419,9,1.0,1.0,0.0,0,6,0,120
55181,13419,10,2.0,1.0,0.0,336,426,0,168
55183,13421,6,1.0,1.0,1.0,504,522,576,168
55184,13421,7,1.0,1.0,1.0,168,186,186,240
55185,13421,8,1.0,1.0,0.0,576,588,0,72
55186,13421,10,1.0,1.0,1.0,336,366,366,168
55188,13422,7,2.0,2.0,1.0,168,258,306,240
55189,13422,8,1.0,1.0,0.0,336,366,0,72
55190,13422,10,1.0,0.0,0.0,0,0,0,168
55192,13424,3,4.0,4.0,0.0,0,108,0,96
55193,13424,7,1.0,1.0,1.0,408,420,468,240
55194,13424,10,1.0,1.0,1.0,336,336,372,168
55196,13425,2,2.0,2.0,2.0,408,420,522,120
55197,13425,4,1.0,1.0,1.0,168,168,180,168
55198,13425,5,1.0,0.0,1.0,0,0,30,240
55199,13425,10,1.0,0.0,1.0,576,0,582,168
55201,13426,4,2.0,1.0,1.0,0,42,150,168
55202,13426,6,1.0,1.0,0.0,504,522,0,168
55203,13426,7,1.0,1.0,0.0,168,174,0,240
55204,13426,10,1.0,0.0,0.0,576,0,0,168
55206,13427,1,1.0,1.0,0.0,168,234,0,168
55207,13427,3,1.0,0.0,0.0,408,0,0,96
55208,13427,4,1.0,0.0,1.0,576,0,630,168
55209,13427,6,1.0,1.0,0.0,336,384,0,168
55210,13427,9,1.0,1.0,0.0,0,24,0,120
55211,13427,10,1.0,0.0,0.0,504,0,0,168
55213,13428,7,1.0,1.0,0.0,576,588,0,240
55214,13428,8,1.0,1.0,0.0,504,504,0,72
55215,13428,9,1.0,1.0,1.0,0,36,48,120
55216,13428,10,2.0,2.0,1.0,168,258,414,168
55218,13429,3,1.0,0.0,0.0,336,0,0,96
55219,13429,8,1.0,1.0,0.0,504,504,0,72
55220,13429,9,1.0,1.0,1.0,0,78,84,120
55222,13430,5,1.0,0.0,1.0,504,0,648,240
55223,13430,7,1.0,1.0,1.0,576,582,648,240
55224,13430,10,2.0,1.0,1.0,0,396,486,168
55226,13431,5,2.0,2.0,2.0,0,30,30,240
55227,13431,8,1.0,0.0,0.0,408,0,0,72
55228,13431,10,1.0,1.0,0.0,336,384,0,168
55230,13432,1,1.0,1.0,1.0,408,480,414,168
55231,13432,5,1.0,0.0,1.0,576,0,630,240
55232,13432,6,1.0,1.0,1.0,336,348,348,168
55233,13432,10,1.0,1.0,1.0,0,0,120,168
55234,13433,2,1.0,1.0,0.0,0,12,0,120
55235,13433,3,1.0,0.0,0.0,336,0,0,96
55236,13433,4,1.0,0.0,0.0,576,0,0,168
55237,13433,5,1.0,0.0,0.0,408,0,0,240
55239,13434,1,1.0,1.0,0.0,336,336,0,168
55240,13434,2,1.0,1.0,0.0,0,36,0,120
55241,13434,10,1.0,0.0,0.0,504,0,0,168
55243,13435,2,1.0,1.0,1.0,336,366,378,120
55244,13435,3,1.0,0.0,0.0,576,0,0,96
55245,13435,4,1.0,0.0,1.0,504,0,540,168
55246,13435,8,1.0,1.0,0.0,0,102,0,72
55248,13436,3,1.0,0.0,0.0,0,0,0,96
55249,13436,4,1.0,0.0,1.0,576,0,630,168
55250,13436,5,1.0,0.0,0.0,336,0,0,240
55251,13436,7,1.0,1.0,1.0,408,420,630,240
55253,13438,2,2.0,2.0,0.0,168,186,0,120
55254,13438,4,1.0,1.0,0.0,504,504,0,168
55255,13438,6,1.0,0.0,1.0,336,0,372,168
55256,13440,5,1.0,1.0,0.0,168,186,0,240
55257,13440,7,2.0,2.0,0.0,0,30,0,240
55259,13441,1,1.0,1.0,0.0,0,18,0,168
55260,13441,3,2.0,0.0,0.0,504,0,0,96
55261,13441,4,1.0,0.0,1.0,168,0,222,168
55262,13441,9,1.0,1.0,1.0,408,408,420,120
55264,13443,2,1.0,1.0,0.0,576,606,0,120
55265,13443,3,1.0,0.0,0.0,504,0,0,96
55266,13443,4,1.0,0.0,1.0,408,0,420,168
55267,13443,8,1.0,1.0,0.0,336,342,0,72
55269,13444,1,1.0,1.0,1.0,0,36,24,168
55270,13444,3,1.0,1.0,0.0,576,594,0,96
55271,13444,4,2.0,2.0,2.0,408,426,528,168
55272,13444,5,1.0,1.0,1.0,168,186,252,240
55273,13444,6,1.0,1.0,0.0,336,342,0,168
55275,13445,2,1.0,1.0,1.0,504,504,594,120
55276,13445,4,2.0,2.0,2.0,336,336,384,168
55277,13445,6,1.0,1.0,1.0,408,414,450,168
55278,13445,9,1.0,1.0,1.0,0,0,6,120
55280,13446,2,1.0,1.0,0.0,168,168,0,120
55281,13446,6,2.0,2.0,2.0,336,348,480,168
55282,13446,7,1.0,1.0,1.0,504,504,666,240
55283,13446,8,1.0,0.0,0.0,408,0,0,72
55285,13447,4,1.0,0.0,0.0,0,0,0,168
55286,13447,6,1.0,1.0,0.0,408,444,0,168
55287,13447,7,1.0,1.0,0.0,336,336,0,240
55288,13447,8,1.0,1.0,0.0,576,582,0,72
55289,13447,9,1.0,1.0,1.0,168,168,264,120
55291,13448,1,1.0,1.0,1.0,0,0,24,168
55292,13448,3,1.0,1.0,0.0,336,444,0,96
55293,13448,5,1.0,0.0,0.0,576,0,0,240
55295,13449,1,1.0,1.0,1.0,336,336,450,168
55296,13449,3,1.0,1.0,0.0,408,444,0,96
55297,13449,8,1.0,1.0,0.0,0,6,0,72
55299,13450,1,2.0,2.0,2.0,0,54,132,168
55300,13450,6,1.0,1.0,1.0,408,462,420,168
55301,13450,7,1.0,1.0,1.0,168,198,204,240
55302,13450,10,1.0,0.0,1.0,504,0,552,168
55304,13452,1,1.0,1.0,0.0,0,6,0,168
55305,13452,4,1.0,0.0,1.0,504,0,534,168
55306,13452,6,1.0,1.0,1.0,408,420,534,168
55307,13452,7,1.0,1.0,0.0,576,606,0,240
55308,13452,8,1.0,1.0,0.0,336,378,0,72
55310,13453,1,1.0,1.0,0.0,0,18,0,168
55311,13453,6,2.0,1.0,0.0,336,498,0,168
55312,13453,8,1.0,1.0,0.0,576,588,0,72
55314,13454,1,1.0,1.0,0.0,576,642,0,168
55315,13454,4,1.0,0.0,0.0,504,0,0,168
55316,13454,6,2.0,1.0,2.0,0,12,66,168
55317,13454,7,1.0,1.0,1.0,168,234,270,240
55318,13454,9,1.0,0.0,1.0,336,0,342,120
55320,13455,4,1.0,1.0,1.0,168,264,336,168
55321,13455,5,1.0,0.0,1.0,336,0,576,240
55322,13455,6,1.0,1.0,1.0,504,540,576,168
55323,13455,8,2.0,2.0,0.0,0,12,0,72
55325,13457,2,1.0,1.0,1.0,336,342,348,120
55326,13457,5,2.0,0.0,1.0,0,0,78,240
55327,13457,8,2.0,2.0,0.0,408,420,0,72
55329,13458,1,1.0,1.0,0.0,168,168,0,168
55330,13458,2,1.0,1.0,0.0,336,336,0,120
55331,13458,5,1.0,0.0,0.0,0,0,0,240
55333,13459,3,1.0,1.0,0.0,336,348,0,96
55334,13459,5,2.0,2.0,2.0,168,210,342,240
55335,13459,10,1.0,1.0,1.0,504,522,522,168
55336,13460,6,1.0,1.0,0.0,0,126,0,168
55337,13460,7,1.0,1.0,0.0,576,588,0,240
55338,13460,10,1.0,0.0,0.0,504,0,0,168
55340,13461,2,1.0,1.0,1.0,168,216,276,120
55341,13461,9,1.0,1.0,1.0,408,408,408,120
55343,13462,2,1.0,1.0,0.0,408,444,0,120
55344,13462,3,1.0,0.0,0.0,504,0,0,96
55345,13462,10,1.0,1.0,0.0,168,336,0,168
55347,13463,1,1.0,0.0,1.0,504,0,630,168
55348,13463,2,1.0,1.0,1.0,336,396,438,120
55349,13463,4,1.0,0.0,1.0,0,0,18,168
55350,13463,6,1.0,1.0,1.0,576,624,576,168
55351,13463,7,1.0,1.0,1.0,408,408,438,240
55353,13464,3,1.0,1.0,0.0,336,450,0,96
55354,13464,5,2.0,1.0,1.0,0,84,192,240
55355,13464,10,1.0,0.0,0.0,504,0,0,168
55357,13465,2,1.0,1.0,1.0,0,42,90,120
55358,13465,5,1.0,0.0,1.0,504,0,534,240
55359,13465,6,1.0,1.0,1.0,168,180,228,168
55360,13465,10,3.0,2.0,3.0,336,420,450,168
55362,13466,2,1.0,1.0,1.0,168,168,216,120
55363,13466,3,1.0,0.0,0.0,0,0,0,96
55364,13466,9,1.0,1.0,1.0,408,414,426,120
55365,13466,10,1.0,0.0,0.0,504,0,0,168
55366,13467,2,1.0,1.0,0.0,408,426,0,120
55367,13467,4,2.0,2.0,0.0,504,552,0,168
55368,13467,7,1.0,1.0,0.0,168,168,0,240
55370,13468,2,1.0,1.0,0.0,168,276,0,120
55371,13468,3,1.0,0.0,0.0,336,0,0,96
55372,13468,8,2.0,2.0,0.0,0,6,0,72
55374,13469,4,1.0,1.0,0.0,168,294,0,168
55375,13469,5,1.0,1.0,0.0,576,618,0,240
55376,13469,6,1.0,1.0,0.0,408,438,0,168
55377,13469,10,1.0,0.0,0.0,0,0,0,168
55379,13470,3,1.0,1.0,0.0,576,600,0,96
55380,13470,4,2.0,2.0,1.0,0,36,330,168
55381,13470,7,2.0,2.0,2.0,336,342,366,240
55383,13471,5,1.0,0.0,1.0,408,0,582,240
55384,13471,7,1.0,1.0,1.0,576,582,600,240
55385,13471,8,1.0,1.0,0.0,336,372,0,72
55386,13471,10,1.0,1.0,0.0,168,258,0,168
55388,13472,1,1.0,1.0,1.0,408,426,444,168
55389,13472,4,1.0,1.0,1.0,576,582,636,168
55390,13472,8,1.0,1.0,0.0,336,348,0,72
55392,13473,1,1.0,1.0,1.0,168,180,234,168
55393,13473,5,1.0,1.0,1.0,408,444,462,240
55394,13473,7,1.0,1.0,1.0,0,6,102,240
55395,13473,8,1.0,1.0,0.0,576,576,0,72
55397,13474,2,1.0,1.0,0.0,0,12,0,120
55398,13474,3,1.0,0.0,0.0,504,0,0,96
55399,13474,6,1.0,1.0,1.0,408,444,408,168
55401,13475,1,1.0,1.0,1.0,576,612,600,168
55402,13475,4,1.0,1.0,1.0,408,450,474,168
55403,13475,5,1.0,0.0,1.0,0,0,12,240
55404,13475,9,1.0,1.0,1.0,336,372,372,120
55405,13475,10,2.0,2.0,2.0,168,318,192,168
55407,13476,2,1.0,1.0,1.0,504,528,588,120
55408,13476,3,1.0,1.0,0.0,576,582,0,96
55409,13476,4,1.0,1.0,1.0,408,408,426,168
55410,13476,8,1.0,1.0,0.0,168,180,0,72
55411,13476,9,1.0,0.0,1.0,336,0,402,120
55413,13477,1,1.0,1.0,0.0,168,312,0,168
55414,13477,3,1.0,0.0,0.0,504,0,0,96
55415,13477,5,1.0,0.0,0.0,576,0,0,240
55416,13477,6,1.0,1.0,1.0,408,444,498,168
55417,13477,8,1.0,1.0,0.0,0,150,0,72
55418,13477,10,1.0,0.0,1.0,336,0,468,168
55420,13478,1,2.0,2.0,0.0,408,420,0,168
55421,13478,3,1.0,0.0,0.0,0,0,0,96
55422,13478,4,1.0,0.0,0.0,336,0,0,168
55423,13478,9,1.0,1.0,0.0,504,570,0,120
55425,13479,1,1.0,0.0,1.0,576,0,612,168
55426,13479,4,2.0,2.0,2.0,336,366,438,168
55428,13480,1,3.0,3.0,3.0,408,486,438,168
55429,13480,2,1.0,1.0,1.0,336,348,438,120
55430,13480,4,2.0,2.0,2.0,0,66,120,168
55432,13481,1,2.0,2.0,1.0,0,0,558,168
55433,13481,2,1.0,1.0,0.0,336,336,0,120
55434,13481,6,1.0,1.0,0.0,576,582,0,168
55435,13481,9,2.0,1.0,1.0,168,168,558,120
55437,13482,2,1.0,1.0,0.0,576,594,0,120
55438,13482,3,1.0,1.0,0.0,336,438,0,96
55439,13482,8,1.0,1.0,0.0,168,204,0,72
55441,13483,1,1.0,1.0,0.0,408,408,0,168
55442,13483,2,1.0,1.0,0.0,0,30,0,120
55443,13483,3,1.0,0.0,0.0,168,0,0,96
55444,13483,6,1.0,1.0,1.0,576,594,696,168
55445,13483,8,1.0,1.0,0.0,336,342,0,72
55447,13484,4,1.0,1.0,1.0,408,408,408,168
55448,13484,6,1.0,1.0,1.0,504,510,516,168
55449,13484,9,1.0,1.0,1.0,576,576,576,120
55451,13485,3,1.0,1.0,0.0,0,0,0,96
55452,13485,4,2.0,2.0,2.0,168,168,174,168
55453,13485,8,1.0,1.0,0.0,408,426,0,72
55455,13486,1,1.0,1.0,1.0,576,582,582,168
55456,13486,2,2.0,2.0,2.0,0,24,66,120
55457,13486,5,1.0,0.0,1.0,168,0,348,240
55459,13488,4,1.0,0.0,0.0,0,0,0,168
55460,13488,7,2.0,2.0,2.0,168,180,288,240
55461,13488,10,1.0,0.0,1.0,504,0,606,168
55463,13490,4,1.0,0.0,0.0,408,0,0,168
55464,13490,6,2.0,2.0,1.0,336,360,402,168
55465,13490,7,2.0,2.0,1.0,0,78,402,240
55467,13491,2,2.0,2.0,0.0,0,54,0,120
55468,13491,6,1.0,1.0,0.0,408,450,0,168
55469,13491,7,2.0,2.0,1.0,336,360,690,240
55471,13492,3,1.0,1.0,0.0,0,96,0,96
55472,13492,5,3.0,0.0,0.0,168,0,0,240
55474,13493,2,2.0,2.0,0.0,0,0,0,120
55475,13493,3,1.0,1.0,0.0,408,462,0,96
55476,13493,7,1.0,1.0,0.0,504,588,0,240
55477,13493,9,1.0,1.0,0.0,336,402,0,120
55479,13494,1,2.0,2.0,2.0,0,12,54,168
55480,13494,2,1.0,1.0,1.0,336,336,378,120
55481,13494,3,1.0,1.0,0.0,504,516,0,96
55482,13494,7,1.0,1.0,1.0,168,168,210,240
55483,13494,8,1.0,1.0,0.0,576,576,0,72
55485,13495,1,1.0,1.0,1.0,168,192,186,168
55486,13495,4,1.0,1.0,1.0,504,528,606,168
55487,13495,5,1.0,1.0,1.0,408,450,606,240
55488,13495,10,2.0,2.0,2.0,0,12,18,168
55490,13496,1,1.0,0.0,0.0,408,0,0,168
55491,13496,7,1.0,1.0,1.0,504,570,678,240
55492,13496,9,1.0,1.0,1.0,0,30,18,120
55494,13497,1,1.0,1.0,1.0,504,522,546,168
55495,13497,2,1.0,1.0,1.0,408,426,438,120
55496,13497,4,1.0,0.0,1.0,336,0,438,168
55497,13497,8,1.0,0.0,0.0,168,0,0,72
55498,13497,10,1.0,0.0,1.0,576,0,600,168
55500,13498,2,2.0,2.0,1.0,0,0,588,120
55501,13498,4,1.0,1.0,1.0,168,246,276,168
55502,13498,5,1.0,0.0,1.0,504,0,588,240
55504,13499,2,1.0,1.0,1.0,504,510,624,120
55505,13499,4,1.0,1.0,1.0,408,420,492,168
55506,13499,5,1.0,1.0,1.0,0,42,72,240
55507,13499,9,1.0,1.0,1.0,168,174,186,120
55509,13500,2,1.0,1.0,1.0,408,408,456,120
55510,13500,3,1.0,1.0,0.0,168,384,0,96
55511,13500,4,1.0,1.0,0.0,576,588,0,168
55512,13500,5,1.0,1.0,1.0,0,12,228,240
55513,13500,6,1.0,1.0,1.0,504,516,546,168
55515,13501,1,1.0,1.0,1.0,504,522,618,168
55516,13501,2,1.0,1.0,1.0,576,576,618,120
55517,13501,5,1.0,0.0,0.0,168,0,0,240
55518,13501,8,1.0,1.0,0.0,336,384,0,72
55519,13501,9,2.0,2.0,2.0,0,6,36,120
55521,13502,2,1.0,1.0,1.0,168,186,228,120
55522,13502,6,2.0,2.0,2.0,504,504,504,168
55523,13502,8,2.0,2.0,0.0,0,48,0,72
55525,13503,1,1.0,1.0,0.0,576,576,0,168
55526,13503,4,1.0,0.0,0.0,408,0,0,168
55527,13503,9,1.0,1.0,0.0,336,342,0,120
55528,13503,10,1.0,0.0,0.0,0,0,0,168
55530,13504,6,1.0,1.0,1.0,408,414,492,168
55531,13504,7,1.0,1.0,1.0,168,276,342,240
55532,13504,9,1.0,1.0,0.0,576,582,0,120
55533,13504,10,1.0,1.0,1.0,336,354,492,168
55535,13505,2,1.0,1.0,0.0,168,168,0,120
55536,13505,3,1.0,1.0,0.0,0,30,0,96
55537,13505,5,1.0,0.0,0.0,336,0,0,240
55538,13505,7,1.0,1.0,1.0,408,408,576,240
55539,13505,8,2.0,2.0,0.0,504,510,0,72
55541,13506,2,1.0,1.0,0.0,504,510,0,120
55542,13506,3,1.0,0.0,0.0,336,0,0,96
55543,13506,5,1.0,0.0,0.0,576,0,0,240
55544,13506,6,1.0,1.0,1.0,408,462,546,168
55545,13506,8,1.0,1.0,0.0,0,12,0,72
55546,13506,10,1.0,0.0,0.0,168,0,0,168
55548,13507,3,1.0,1.0,0.0,0,102,0,96
55549,13507,6,1.0,1.0,0.0,168,204,0,168
55550,13507,7,2.0,2.0,0.0,336,366,0,240
55551,13507,10,1.0,0.0,0.0,576,0,0,168
55553,13508,1,1.0,1.0,0.0,168,192,0,168
55554,13508,3,1.0,1.0,0.0,408,432,0,96
55555,13508,5,1.0,0.0,0.0,336,0,0,240
55556,13508,9,1.0,1.0,0.0,576,576,0,120
55557,13508,10,1.0,0.0,0.0,504,0,0,168
55559,13511,1,1.0,1.0,0.0,168,180,0,168
55560,13511,2,1.0,1.0,1.0,336,336,390,120
55561,13511,3,1.0,1.0,0.0,0,12,0,96
55562,13511,4,3.0,3.0,3.0,408,408,426,168
55564,13512,1,1.0,1.0,0.0,336,348,0,168
55565,13512,8,1.0,1.0,0.0,504,504,0,72
55566,13512,9,2.0,2.0,1.0,0,84,618,120
55568,13513,4,1.0,1.0,1.0,408,426,444,168
55569,13513,5,1.0,1.0,0.0,576,594,0,240
55570,13513,6,1.0,1.0,1.0,168,174,186,168
55571,13513,8,1.0,1.0,0.0,336,354,0,72
55573,13514,2,1.0,1.0,1.0,504,510,522,120
55574,13514,3,1.0,1.0,0.0,0,114,0,96
55575,13514,5,1.0,0.0,0.0,576,0,0,240
55576,13514,7,1.0,1.0,1.0,168,198,252,240
55577,13514,9,1.0,1.0,1.0,336,348,372,120
55578,13514,10,1.0,1.0,1.0,408,450,486,168
55580,13515,1,1.0,1.0,1.0,576,660,636,168
55581,13515,5,1.0,1.0,1.0,168,198,180,240
55582,13515,6,1.0,1.0,1.0,336,342,378,168
55583,13515,9,1.0,1.0,1.0,504,504,510,120
55585,13516,1,2.0,1.0,0.0,0,18,0,168
55586,13516,5,1.0,0.0,0.0,168,0,0,240
55587,13516,7,1.0,1.0,0.0,576,642,0,240
55588,13516,10,1.0,0.0,0.0,336,0,0,168
55590,13517,2,1.0,1.0,1.0,168,246,246,120
55591,13517,3,1.0,0.0,0.0,336,0,0,96
55592,13517,5,2.0,0.0,1.0,504,0,648,240
55593,13517,8,1.0,1.0,0.0,408,414,0,72
55595,13518,2,1.0,1.0,0.0,336,384,0,120
55596,13518,3,1.0,1.0,0.0,408,444,0,96
55597,13518,4,1.0,1.0,1.0,168,174,186,168
55598,13518,5,1.0,1.0,1.0,576,702,606,240
55599,13518,8,1.0,1.0,0.0,504,504,0,72
55601,13519,1,2.0,2.0,2.0,408,438,408,168
55602,13519,3,1.0,0.0,0.0,576,0,0,96
55603,13519,6,1.0,1.0,1.0,0,18,42,168
55604,13519,8,1.0,1.0,0.0,168,186,0,72
55605,13519,9,1.0,1.0,1.0,336,360,408,120
55607,13520,2,1.0,1.0,1.0,576,576,576,120
55608,13520,5,1.0,1.0,1.0,504,558,594,240
