,customer_id,age,became_member_on,income,F,M,O
15441,15441,41,18/07/2018,64000.0,0,1,0
15442,15442,65,23/05/2018,47000.0,0,1,0
15443,15443,39,15/11/2017,72000.0,1,0,0
15444,15444,36,26/11/2016,53000.0,0,1,0
15445,15445,25,06/05/2018,57000.0,0,1,0
15446,15446,51,22/08/2017,86000.0,1,0,0
15448,15448,41,02/10/2015,61000.0,0,1,0
15449,15449,78,03/08/2016,101000.0,1,0,0
15450,15450,66,03/04/2016,120000.0,0,1,0
15451,15451,37,17/08/2017,67000.0,0,1,0
15452,15452,68,25/02/2018,47000.0,0,1,0
15453,15453,63,13/08/2016,82000.0,1,0,0
15454,15454,53,11/10/2017,119000.0,1,0,0
15456,15456,68,11/05/2018,63000.0,0,1,0
15457,15457,21,31/10/2016,47000.0,1,0,0
15458,15458,59,18/10/2017,102000.0,1,0,0
15459,15459,60,16/11/2017,44000.0,0,1,0
15460,15460,55,08/11/2015,66000.0,1,0,0
15461,15461,69,12/12/2017,112000.0,1,0,0
15462,15462,38,29/04/2018,72000.0,1,0,0
15466,15466,35,25/05/2018,70000.0,0,1,0
15467,15467,69,07/03/2018,58000.0,1,0,0
15468,15468,67,23/07/2017,105000.0,1,0,0
15469,15469,54,02/04/2017,36000.0,0,1,0
15471,15471,46,11/09/2017,57000.0,1,0,0
15473,15473,67,21/01/2017,87000.0,0,1,0
15474,15474,78,26/04/2017,43000.0,0,1,0
15476,15476,61,18/03/2017,75000.0,1,0,0
15477,15477,69,08/04/2017,58000.0,0,1,0
15478,15478,72,20/07/2016,43000.0,0,1,0
15479,15479,36,18/11/2017,45000.0,0,1,0
15480,15480,58,23/02/2018,103000.0,0,1,0
15481,15481,62,02/05/2016,85000.0,1,0,0
15482,15482,27,02/02/2018,60000.0,0,1,0
15483,15483,57,02/07/2018,64000.0,1,0,0
15484,15484,58,15/03/2015,34000.0,1,0,0
15485,15485,70,22/12/2017,83000.0,1,0,0
15486,15486,56,16/08/2017,69000.0,0,1,0
15488,15488,61,17/09/2017,71000.0,1,0,0
15489,15489,49,15/10/2015,113000.0,1,0,0
15490,15490,72,04/04/2018,82000.0,0,0,1
15491,15491,78,01/10/2017,31000.0,0,1,0
15492,15492,54,29/09/2014,51000.0,1,0,0
15494,15494,65,29/09/2016,90000.0,0,1,0
15495,15495,61,31/12/2013,31000.0,0,1,0
15496,15496,29,13/01/2018,68000.0,1,0,0
15497,15497,36,06/06/2018,71000.0,1,0,0
15499,15499,55,10/09/2017,72000.0,0,1,0
15500,15500,62,21/06/2018,45000.0,0,1,0
15502,15502,60,10/01/2016,66000.0,1,0,0
15503,15503,77,26/07/2018,74000.0,1,0,0
15504,15504,58,12/11/2017,109000.0,1,0,0
15505,15505,56,23/07/2016,84000.0,1,0,0
15506,15506,59,26/12/2017,110000.0,1,0,0
15507,15507,26,20/11/2016,46000.0,0,1,0
15508,15508,49,14/12/2017,52000.0,0,1,0
15509,15509,19,24/02/2014,73000.0,0,1,0
15510,15510,53,30/07/2017,59000.0,0,1,0
15511,15511,22,11/09/2013,35000.0,0,1,0
15513,15513,68,06/10/2017,109000.0,1,0,0
15514,15514,67,17/08/2016,75000.0,0,1,0
15515,15515,61,14/09/2017,73000.0,0,1,0
15516,15516,63,18/12/2017,67000.0,1,0,0
15519,15519,84,08/09/2016,79000.0,1,0,0
15520,15520,55,27/07/2016,69000.0,0,1,0
15521,15521,68,19/01/2017,48000.0,0,1,0
15522,15522,38,18/01/2018,30000.0,0,1,0
15523,15523,50,01/07/2015,67000.0,0,1,0
15524,15524,88,03/02/2016,56000.0,0,1,0
15525,15525,82,23/06/2017,104000.0,0,1,0
15526,15526,57,23/07/2018,64000.0,0,1,0
15527,15527,20,23/10/2017,63000.0,1,0,0
15528,15528,52,01/07/2018,47000.0,0,1,0
15529,15529,54,26/02/2016,102000.0,1,0,0
15530,15530,53,14/06/2018,69000.0,0,1,0
15531,15531,57,01/10/2017,76000.0,1,0,0
15532,15532,20,03/08/2014,60000.0,0,1,0
15534,15534,73,20/11/2015,60000.0,1,0,0
15535,15535,28,23/10/2017,37000.0,0,1,0
15537,15537,50,26/09/2014,60000.0,0,1,0
15538,15538,52,11/08/2017,35000.0,0,1,0
15539,15539,63,01/03/2018,58000.0,0,1,0
15540,15540,60,13/08/2016,68000.0,0,1,0
15541,15541,60,21/12/2017,46000.0,0,1,0
15542,15542,61,03/08/2015,53000.0,0,1,0
15543,15543,68,31/07/2017,108000.0,0,1,0
15544,15544,52,22/09/2017,62000.0,0,1,0
15545,15545,57,17/07/2017,106000.0,1,0,0
15546,15546,52,24/12/2017,68000.0,1,0,0
15547,15547,77,14/04/2018,106000.0,1,0,0
15548,15548,68,15/01/2017,51000.0,1,0,0
15549,15549,70,29/01/2017,56000.0,0,1,0
15550,15550,48,03/12/2017,64000.0,0,1,0
15551,15551,37,22/12/2016,96000.0,0,1,0
15552,15552,84,20/03/2016,53000.0,0,1,0
15553,15553,73,08/09/2017,43000.0,0,0,1
15555,15555,60,18/11/2017,57000.0,0,1,0
15556,15556,30,31/12/2015,42000.0,0,1,0
15557,15557,36,15/06/2016,39000.0,1,0,0
15558,15558,65,24/10/2015,96000.0,0,1,0
15560,15560,24,20/02/2017,56000.0,0,1,0
15561,15561,53,29/03/2018,89000.0,1,0,0
15562,15562,37,04/09/2017,43000.0,0,1,0
15563,15563,60,19/04/2016,62000.0,1,0,0
15564,15564,57,25/02/2018,92000.0,0,1,0
15566,15566,47,26/01/2018,72000.0,0,1,0
15567,15567,50,10/08/2016,99000.0,1,0,0
15568,15568,50,10/01/2017,73000.0,1,0,0
15570,15570,24,11/01/2014,51000.0,0,1,0
15571,15571,54,21/10/2017,69000.0,0,1,0
15572,15572,38,19/03/2018,37000.0,0,1,0
15573,15573,50,25/06/2016,32000.0,1,0,0
15574,15574,58,06/06/2018,74000.0,0,1,0
15575,15575,40,12/09/2016,42000.0,0,1,0
15576,15576,37,17/12/2016,31000.0,1,0,0
15577,15577,59,24/04/2016,103000.0,1,0,0
15578,15578,40,27/12/2015,49000.0,0,1,0
15581,15581,30,20/07/2018,51000.0,0,1,0
15582,15582,62,26/11/2017,83000.0,1,0,0
15583,15583,55,15/10/2017,75000.0,1,0,0
15584,15584,70,20/10/2013,45000.0,1,0,0
15585,15585,40,28/06/2017,69000.0,1,0,0
15586,15586,61,14/04/2016,82000.0,0,1,0
15587,15587,57,10/01/2014,93000.0,0,1,0
15588,15588,67,07/11/2016,75000.0,0,1,0
15589,15589,59,01/02/2016,94000.0,1,0,0
15590,15590,46,15/11/2015,68000.0,0,1,0
15591,15591,18,11/09/2017,31000.0,1,0,0
15592,15592,26,10/04/2016,57000.0,0,1,0
15593,15593,22,14/04/2017,32000.0,0,1,0
15594,15594,29,16/04/2018,41000.0,0,1,0
15595,15595,25,16/06/2018,46000.0,0,1,0
15597,15597,42,29/05/2018,84000.0,1,0,0
15598,15598,57,02/01/2016,30000.0,0,1,0
15599,15599,30,28/11/2015,51000.0,0,1,0
15600,15600,93,30/03/2017,65000.0,1,0,0
15601,15601,30,29/03/2017,66000.0,0,1,0
15602,15602,58,23/01/2018,51000.0,0,1,0
15603,15603,75,07/12/2017,58000.0,0,1,0
15604,15604,37,25/08/2015,90000.0,1,0,0
15605,15605,41,24/10/2015,100000.0,0,1,0
15606,15606,75,20/01/2017,98000.0,0,1,0
15607,15607,73,07/12/2017,115000.0,0,1,0
15608,15608,71,11/03/2018,61000.0,1,0,0
15609,15609,75,09/12/2016,50000.0,0,1,0
15610,15610,80,15/04/2018,71000.0,0,1,0
15611,15611,21,12/12/2017,54000.0,0,1,0
15613,15613,61,23/01/2018,105000.0,1,0,0
15614,15614,25,28/10/2014,73000.0,1,0,0
15615,15615,84,08/04/2018,69000.0,1,0,0
15616,15616,28,15/05/2018,36000.0,0,1,0
15617,15617,65,18/11/2017,80000.0,0,1,0
15618,15618,61,11/09/2017,71000.0,0,1,0
15619,15619,68,25/02/2018,85000.0,1,0,0
15620,15620,71,29/12/2016,75000.0,0,1,0
15623,15623,43,05/03/2016,47000.0,0,1,0
15624,15624,52,26/05/2018,93000.0,0,1,0
15626,15626,63,05/11/2015,72000.0,1,0,0
15627,15627,60,07/01/2018,76000.0,0,1,0
15628,15628,52,14/05/2017,75000.0,1,0,0
15629,15629,51,14/02/2016,48000.0,0,1,0
15630,15630,59,25/02/2015,61000.0,0,1,0
15631,15631,44,18/08/2017,41000.0,0,1,0
15633,15633,26,28/09/2017,41000.0,1,0,0
15634,15634,28,17/11/2017,68000.0,0,1,0
15635,15635,80,11/08/2016,62000.0,1,0,0
15636,15636,37,17/12/2017,67000.0,1,0,0
15637,15637,49,25/01/2016,84000.0,1,0,0
15639,15639,57,13/02/2016,85000.0,0,1,0
15640,15640,45,14/06/2017,65000.0,1,0,0
15641,15641,48,23/06/2017,94000.0,0,0,1
15642,15642,56,06/12/2017,63000.0,0,1,0
15643,15643,48,09/10/2017,74000.0,0,1,0
15645,15645,41,17/02/2018,98000.0,0,1,0
15646,15646,55,23/10/2017,57000.0,1,0,0
15647,15647,28,24/08/2017,65000.0,0,1,0
15648,15648,44,31/03/2016,81000.0,1,0,0
15649,15649,52,16/01/2018,53000.0,0,1,0
15650,15650,84,30/09/2016,52000.0,1,0,0
15651,15651,38,03/05/2017,71000.0,0,1,0
15652,15652,62,16/07/2018,37000.0,0,1,0
15653,15653,24,17/04/2015,64000.0,0,1,0
15654,15654,69,09/03/2018,70000.0,0,1,0
15656,15656,26,13/09/2016,38000.0,1,0,0
15657,15657,59,25/09/2015,56000.0,1,0,0
15658,15658,21,31/01/2015,47000.0,0,1,0
15659,15659,63,26/01/2018,63000.0,1,0,0
15660,15660,52,28/06/2016,39000.0,1,0,0
15662,15662,41,05/11/2014,68000.0,0,1,0
15663,15663,46,02/05/2016,75000.0,0,1,0
15664,15664,35,11/05/2016,33000.0,0,1,0
15666,15666,21,09/08/2017,74000.0,0,1,0
15667,15667,34,15/06/2018,38000.0,1,0,0
15670,15670,19,12/12/2015,42000.0,0,1,0
15672,15672,59,15/07/2018,74000.0,1,0,0
15673,15673,67,06/01/2017,33000.0,0,1,0
15674,15674,40,21/04/2018,35000.0,0,1,0
15677,15677,71,12/03/2016,44000.0,0,1,0
15678,15678,56,30/08/2017,94000.0,0,1,0
15679,15679,88,20/08/2017,64000.0,0,1,0
15680,15680,45,15/02/2018,72000.0,1,0,0
15681,15681,77,09/06/2016,88000.0,1,0,0
15682,15682,49,01/05/2018,75000.0,1,0,0
15683,15683,32,29/11/2017,70000.0,0,1,0
15684,15684,31,15/09/2017,47000.0,1,0,0
15685,15685,27,21/06/2016,32000.0,1,0,0
15686,15686,50,13/08/2016,70000.0,1,0,0
15687,15687,78,20/05/2016,46000.0,0,1,0
15688,15688,59,27/03/2018,99000.0,0,1,0
15691,15691,69,02/12/2017,110000.0,1,0,0
15692,15692,57,10/09/2016,83000.0,1,0,0
15694,15694,51,13/11/2017,116000.0,1,0,0
15695,15695,60,27/11/2016,88000.0,1,0,0
15696,15696,54,23/11/2016,80000.0,1,0,0
15697,15697,52,15/10/2015,98000.0,0,1,0
15698,15698,56,04/08/2016,103000.0,1,0,0
15699,15699,72,01/09/2015,88000.0,0,1,0
15700,15700,25,18/09/2015,61000.0,1,0,0
15701,15701,27,29/01/2015,34000.0,0,1,0
15703,15703,33,28/08/2017,35000.0,0,1,0
15705,15705,58,05/04/2018,58000.0,1,0,0
15706,15706,23,17/05/2016,68000.0,0,1,0
15707,15707,39,31/12/2017,45000.0,0,1,0
15709,15709,26,28/09/2016,39000.0,0,1,0
15710,15710,64,31/03/2017,79000.0,0,1,0
15711,15711,88,21/03/2018,118000.0,1,0,0
15712,15712,51,17/03/2018,61000.0,0,1,0
15713,15713,26,17/01/2018,45000.0,1,0,0
15714,15714,42,20/04/2018,37000.0,0,1,0
15716,15716,68,05/11/2015,60000.0,1,0,0
15717,15717,28,21/11/2017,50000.0,1,0,0
15718,15718,60,12/06/2018,75000.0,0,1,0
15719,15719,66,24/10/2017,32000.0,0,1,0
15721,15721,28,19/02/2014,53000.0,0,1,0
15722,15722,62,04/09/2016,74000.0,0,1,0
15723,15723,59,22/06/2016,118000.0,1,0,0
15724,15724,100,13/10/2015,63000.0,0,1,0
15725,15725,26,22/10/2017,48000.0,0,1,0
15726,15726,48,10/11/2017,97000.0,0,1,0
15727,15727,41,25/10/2017,56000.0,0,1,0
15728,15728,44,16/06/2014,68000.0,0,1,0
15729,15729,31,19/03/2018,51000.0,0,1,0
15730,15730,63,28/03/2016,104000.0,0,1,0
15731,15731,25,19/06/2016,66000.0,1,0,0
15732,15732,64,14/09/2015,80000.0,0,1,0
15733,15733,57,09/08/2016,71000.0,1,0,0
15734,15734,42,04/04/2017,37000.0,0,1,0
15735,15735,29,16/03/2017,47000.0,1,0,0
15736,15736,90,21/09/2017,88000.0,0,1,0
15737,15737,35,16/12/2015,35000.0,0,1,0
15738,15738,23,05/06/2017,55000.0,0,1,0
15739,15739,34,29/01/2018,31000.0,1,0,0
15740,15740,35,18/07/2018,45000.0,0,1,0
15741,15741,43,03/03/2015,38000.0,0,1,0
15742,15742,95,24/11/2017,81000.0,1,0,0
15743,15743,35,28/05/2018,44000.0,0,1,0
15744,15744,74,21/07/2016,46000.0,1,0,0
15745,15745,66,20/02/2018,93000.0,0,1,0
15747,15747,58,11/03/2016,31000.0,0,1,0
15748,15748,67,14/11/2017,51000.0,0,1,0
15749,15749,51,14/12/2016,41000.0,1,0,0
15751,15751,63,21/12/2016,56000.0,1,0,0
15753,15753,42,01/02/2015,72000.0,0,1,0
15754,15754,91,10/12/2016,96000.0,1,0,0
15755,15755,65,24/12/2017,59000.0,0,1,0
15756,15756,65,22/10/2017,71000.0,0,1,0
15758,15758,35,05/04/2016,36000.0,1,0,0
15759,15759,68,13/12/2016,79000.0,0,1,0
15760,15760,26,28/04/2017,48000.0,0,1,0
15761,15761,72,09/04/2018,92000.0,1,0,0
15762,15762,50,28/07/2017,56000.0,1,0,0
15763,15763,54,04/01/2017,56000.0,1,0,0
15764,15764,48,17/11/2013,40000.0,0,1,0
15766,15766,71,25/05/2015,57000.0,0,1,0
15767,15767,63,13/08/2017,75000.0,1,0,0
15768,15768,42,13/08/2017,81000.0,0,1,0
15769,15769,57,30/12/2017,80000.0,0,1,0
15772,15772,59,15/06/2018,99000.0,1,0,0
15773,15773,58,26/03/2018,43000.0,0,1,0
15775,15775,57,03/09/2017,102000.0,1,0,0
15776,15776,43,12/04/2016,69000.0,1,0,0
15777,15777,43,13/09/2015,60000.0,0,1,0
15778,15778,71,15/08/2017,81000.0,0,1,0
15779,15779,52,04/09/2015,74000.0,0,1,0
15780,15780,39,20/09/2017,45000.0,1,0,0
15781,15781,43,06/09/2017,69000.0,0,1,0
15782,15782,79,29/12/2017,101000.0,1,0,0
15785,15785,59,25/04/2016,95000.0,0,1,0
15786,15786,42,29/07/2017,71000.0,1,0,0
15787,15787,39,05/12/2017,92000.0,0,1,0
15788,15788,49,02/02/2017,57000.0,1,0,0
15790,15790,50,21/11/2017,42000.0,0,1,0
15791,15791,55,15/07/2018,39000.0,0,1,0
15792,15792,72,19/09/2017,75000.0,1,0,0
15793,15793,60,07/04/2017,71000.0,1,0,0
15794,15794,25,11/02/2016,45000.0,0,1,0
15795,15795,42,14/01/2015,32000.0,0,1,0
15796,15796,30,19/05/2017,46000.0,1,0,0
15797,15797,65,03/12/2017,40000.0,0,1,0
15798,15798,60,16/06/2018,38000.0,1,0,0
15799,15799,56,21/05/2015,87000.0,0,1,0
15800,15800,101,09/03/2017,59000.0,1,0,0
15801,15801,56,06/05/2018,97000.0,1,0,0
15802,15802,59,11/02/2016,70000.0,1,0,0
15803,15803,72,07/08/2015,109000.0,1,0,0
15804,15804,61,25/08/2017,90000.0,1,0,0
15805,15805,45,10/03/2014,73000.0,1,0,0
15806,15806,24,16/08/2017,58000.0,0,1,0
15807,15807,84,07/12/2015,87000.0,1,0,0
15808,15808,40,10/03/2018,57000.0,0,1,0
15809,15809,21,05/07/2018,74000.0,0,1,0
15810,15810,27,02/10/2015,36000.0,0,1,0
15811,15811,55,22/10/2017,80000.0,0,0,1
15812,15812,29,11/11/2017,52000.0,1,0,0
15813,15813,50,29/11/2016,96000.0,0,1,0
15815,15815,25,27/09/2015,61000.0,0,1,0
15816,15816,56,01/06/2018,40000.0,0,1,0
15817,15817,67,22/04/2018,58000.0,0,1,0
15818,15818,19,20/05/2018,36000.0,0,1,0
15819,15819,53,08/08/2015,94000.0,1,0,0
15820,15820,54,08/04/2017,72000.0,0,1,0
15821,15821,62,10/04/2016,56000.0,0,1,0
15822,15822,74,30/06/2018,53000.0,0,1,0
15823,15823,29,15/10/2016,37000.0,0,1,0
15824,15824,47,10/03/2016,78000.0,0,0,1
15825,15825,56,28/10/2017,93000.0,0,1,0
15826,15826,55,15/11/2016,104000.0,0,1,0
15827,15827,60,24/05/2018,85000.0,0,1,0
15828,15828,53,11/03/2016,101000.0,1,0,0
15829,15829,28,16/08/2017,37000.0,1,0,0
15830,15830,59,09/12/2016,75000.0,0,1,0
15832,15832,54,21/03/2015,58000.0,0,1,0
15833,15833,52,27/05/2017,50000.0,1,0,0
15834,15834,54,06/10/2017,50000.0,0,1,0
15835,15835,80,01/10/2016,74000.0,1,0,0
15836,15836,72,07/09/2017,60000.0,1,0,0
15837,15837,52,04/07/2017,110000.0,1,0,0
15838,15838,35,10/12/2017,48000.0,0,1,0
15839,15839,58,04/08/2016,74000.0,1,0,0
15840,15840,69,05/06/2017,73000.0,1,0,0
15841,15841,65,06/04/2014,80000.0,0,1,0
15842,15842,58,13/07/2018,50000.0,0,1,0
15843,15843,77,23/05/2018,58000.0,1,0,0
15845,15845,82,28/08/2016,43000.0,0,1,0
15847,15847,68,30/05/2018,118000.0,1,0,0
15848,15848,71,06/01/2015,87000.0,0,1,0
15849,15849,55,22/11/2016,99000.0,1,0,0
15850,15850,60,21/08/2013,57000.0,0,1,0
15851,15851,49,18/12/2016,67000.0,0,1,0
15852,15852,38,14/12/2017,61000.0,0,1,0
15853,15853,41,02/11/2017,89000.0,0,1,0
15855,15855,72,21/09/2017,56000.0,0,1,0
15856,15856,46,27/12/2015,59000.0,0,1,0
15857,15857,53,14/11/2017,88000.0,1,0,0
15858,15858,55,25/10/2015,68000.0,0,1,0
15859,15859,42,20/09/2016,50000.0,0,1,0
15860,15860,72,09/12/2017,55000.0,1,0,0
15861,15861,30,18/06/2016,58000.0,1,0,0
15862,15862,34,28/11/2017,44000.0,0,1,0
15863,15863,81,25/11/2015,55000.0,0,1,0
15864,15864,49,17/02/2016,111000.0,1,0,0
15865,15865,56,15/05/2017,93000.0,0,1,0
15867,15867,79,28/07/2017,72000.0,0,1,0
15868,15868,45,18/05/2018,47000.0,0,1,0
15869,15869,71,25/09/2016,93000.0,1,0,0
15870,15870,79,02/05/2016,88000.0,1,0,0
15872,15872,26,23/04/2018,54000.0,0,1,0
15873,15873,80,28/07/2017,37000.0,0,1,0
15874,15874,67,27/07/2015,34000.0,1,0,0
15875,15875,60,12/01/2016,96000.0,1,0,0
15877,15877,39,21/12/2016,99000.0,0,1,0
15878,15878,35,18/05/2018,72000.0,0,1,0
15879,15879,63,11/08/2017,52000.0,1,0,0
15880,15880,60,28/12/2016,88000.0,0,1,0
15881,15881,65,05/04/2017,104000.0,0,1,0
15882,15882,52,31/12/2017,66000.0,0,1,0
15883,15883,35,08/05/2017,34000.0,0,1,0
15884,15884,30,28/02/2018,56000.0,0,1,0
15885,15885,64,14/05/2015,56000.0,0,1,0
15886,15886,79,25/05/2014,72000.0,0,1,0
15887,15887,66,25/10/2017,57000.0,0,1,0
15888,15888,69,10/02/2016,95000.0,0,1,0
15889,15889,70,04/08/2017,72000.0,0,1,0
15890,15890,86,01/07/2018,55000.0,1,0,0
15891,15891,54,11/04/2017,68000.0,1,0,0
15892,15892,62,03/07/2018,61000.0,1,0,0
15893,15893,81,30/05/2018,65000.0,0,1,0
15894,15894,61,11/09/2017,59000.0,0,1,0
15895,15895,67,11/06/2018,35000.0,0,1,0
15896,15896,37,09/07/2018,54000.0,1,0,0
15897,15897,43,29/03/2018,38000.0,0,1,0
15898,15898,51,16/10/2017,77000.0,1,0,0
15899,15899,58,02/06/2018,56000.0,1,0,0
15901,15901,53,27/11/2016,31000.0,0,1,0
15902,15902,76,11/01/2018,62000.0,0,1,0
15903,15903,37,02/03/2018,53000.0,1,0,0
15904,15904,29,24/09/2017,60000.0,1,0,0
15905,15905,92,16/07/2017,112000.0,1,0,0
15906,15906,42,20/09/2017,43000.0,0,1,0
15907,15907,36,24/11/2017,63000.0,1,0,0
15909,15909,59,20/11/2016,93000.0,0,1,0
15910,15910,23,11/07/2017,72000.0,0,1,0
15911,15911,64,21/09/2017,54000.0,0,1,0
15912,15912,46,26/12/2017,33000.0,1,0,0
15913,15913,62,05/05/2018,93000.0,0,1,0
15914,15914,41,12/10/2014,41000.0,0,1,0
15915,15915,45,23/08/2017,64000.0,1,0,0
15916,15916,68,15/05/2016,59000.0,0,1,0
15917,15917,56,16/09/2017,43000.0,0,1,0
15918,15918,64,12/03/2017,56000.0,1,0,0
15919,15919,70,03/11/2017,81000.0,1,0,0
15920,15920,73,30/04/2018,52000.0,0,0,1
15921,15921,20,14/05/2017,48000.0,1,0,0
15922,15922,73,27/08/2017,30000.0,0,1,0
15923,15923,44,27/11/2013,56000.0,0,1,0
15924,15924,75,17/08/2015,82000.0,0,1,0
15925,15925,77,03/09/2017,40000.0,0,1,0
15926,15926,89,28/06/2018,59000.0,1,0,0
15927,15927,44,10/03/2014,56000.0,0,1,0
15928,15928,54,09/04/2017,51000.0,0,1,0
15929,15929,29,07/01/2018,33000.0,0,1,0
15930,15930,42,02/12/2017,97000.0,1,0,0
15931,15931,83,27/08/2017,61000.0,0,1,0
15932,15932,51,30/04/2017,84000.0,0,0,1
15933,15933,36,24/07/2017,33000.0,0,1,0
15935,15935,74,10/10/2017,89000.0,1,0,0
15936,15936,58,09/04/2016,51000.0,1,0,0
15937,15937,51,26/12/2017,30000.0,1,0,0
15938,15938,47,23/05/2018,31000.0,0,1,0
15939,15939,77,25/09/2017,109000.0,1,0,0
15943,15943,65,05/01/2018,100000.0,0,1,0
15945,15945,72,27/02/2018,52000.0,1,0,0
15946,15946,40,14/06/2016,52000.0,1,0,0
15947,15947,61,30/12/2017,57000.0,0,1,0
15948,15948,86,13/01/2017,88000.0,0,1,0
15949,15949,59,31/10/2017,113000.0,1,0,0
15950,15950,58,18/03/2018,55000.0,0,0,1
15951,15951,47,15/02/2015,38000.0,0,1,0
15952,15952,73,23/08/2017,57000.0,0,1,0
15953,15953,70,18/10/2015,59000.0,0,1,0
15954,15954,53,10/10/2015,81000.0,0,1,0
15955,15955,49,12/07/2017,50000.0,1,0,0
15956,15956,39,06/02/2017,55000.0,1,0,0
15957,15957,72,03/08/2015,102000.0,0,1,0
15958,15958,55,02/05/2017,57000.0,0,1,0
15961,15961,55,22/12/2017,92000.0,1,0,0
15965,15965,53,14/11/2017,65000.0,1,0,0
15966,15966,97,02/10/2016,105000.0,1,0,0
15968,15968,57,03/02/2018,37000.0,1,0,0
15969,15969,47,28/03/2018,64000.0,0,1,0
15970,15970,66,18/01/2017,101000.0,1,0,0
15971,15971,31,10/08/2017,56000.0,0,1,0
15974,15974,69,01/08/2013,73000.0,0,1,0
15975,15975,29,12/10/2014,61000.0,1,0,0
15976,15976,70,02/08/2017,71000.0,1,0,0
15977,15977,26,25/12/2017,45000.0,0,1,0
15978,15978,65,18/03/2017,118000.0,1,0,0
15979,15979,75,18/12/2017,67000.0,1,0,0
15980,15980,51,03/03/2018,111000.0,0,1,0
15981,15981,28,13/12/2017,39000.0,1,0,0
15984,15984,57,28/05/2018,92000.0,1,0,0
15987,15987,51,10/11/2013,39000.0,0,1,0
15988,15988,68,25/09/2017,34000.0,1,0,0
15989,15989,38,28/12/2017,59000.0,0,1,0
15990,15990,46,14/01/2018,56000.0,1,0,0
15991,15991,62,31/07/2017,81000.0,0,1,0
15992,15992,77,06/07/2015,79000.0,0,1,0
15993,15993,41,26/12/2015,60000.0,0,1,0
15994,15994,78,03/05/2016,69000.0,0,1,0
15995,15995,22,19/12/2015,43000.0,1,0,0
15996,15996,72,11/11/2017,106000.0,1,0,0
15998,15998,54,19/05/2017,48000.0,1,0,0
15999,15999,77,05/05/2018,66000.0,0,1,0
16000,16000,65,19/09/2017,35000.0,0,1,0
16001,16001,60,18/10/2017,68000.0,0,1,0
16003,16003,60,22/11/2017,113000.0,0,1,0
16005,16005,48,26/09/2016,90000.0,1,0,0
16006,16006,25,22/06/2015,48000.0,1,0,0
16007,16007,45,15/04/2016,66000.0,0,1,0
16008,16008,40,10/09/2017,56000.0,0,1,0
16009,16009,27,27/06/2017,40000.0,1,0,0
16010,16010,31,16/10/2016,31000.0,1,0,0
16011,16011,60,22/11/2017,47000.0,0,1,0
16012,16012,63,30/04/2018,87000.0,0,1,0
16013,16013,73,08/01/2018,69000.0,0,1,0
16014,16014,83,06/09/2017,44000.0,1,0,0
16015,16015,63,22/01/2017,87000.0,1,0,0
16016,16016,68,09/10/2017,33000.0,0,1,0
16017,16017,51,05/11/2016,81000.0,0,1,0
16018,16018,60,05/10/2015,65000.0,0,1,0
16020,16020,43,10/02/2015,52000.0,0,1,0
16022,16022,91,06/01/2018,63000.0,0,1,0
16023,16023,83,17/01/2016,59000.0,0,1,0
16024,16024,38,15/12/2015,61000.0,0,1,0
16025,16025,59,25/12/2015,50000.0,1,0,0
16027,16027,52,17/04/2018,67000.0,0,1,0
16028,16028,57,16/01/2016,31000.0,1,0,0
16029,16029,55,30/09/2017,97000.0,0,1,0
16030,16030,55,31/07/2016,94000.0,0,1,0
16031,16031,92,01/03/2016,78000.0,1,0,0
16032,16032,48,18/12/2017,75000.0,0,1,0
16033,16033,65,04/04/2017,89000.0,1,0,0
16034,16034,46,25/06/2018,51000.0,1,0,0
16035,16035,48,13/04/2018,56000.0,1,0,0
16036,16036,95,22/02/2018,52000.0,0,1,0
16038,16038,55,16/02/2018,51000.0,0,1,0
16039,16039,18,09/12/2015,58000.0,0,1,0
16040,16040,74,11/08/2015,82000.0,1,0,0
16041,16041,52,12/03/2016,59000.0,0,0,1
16043,16043,56,08/08/2016,105000.0,1,0,0
16044,16044,69,10/06/2017,85000.0,0,1,0
16045,16045,46,02/05/2016,50000.0,0,1,0
16046,16046,20,17/08/2017,30000.0,0,1,0
16047,16047,57,08/10/2017,111000.0,1,0,0
16050,16050,73,05/08/2017,75000.0,0,1,0
16051,16051,47,02/06/2018,48000.0,0,0,1
16052,16052,64,05/08/2017,75000.0,0,1,0
16054,16054,53,22/01/2018,59000.0,0,1,0
16055,16055,40,07/06/2016,66000.0,0,1,0
16056,16056,61,03/02/2018,47000.0,1,0,0
16057,16057,54,02/09/2016,64000.0,1,0,0
16059,16059,27,02/10/2016,54000.0,0,1,0
16060,16060,53,06/11/2017,67000.0,0,1,0
16061,16061,19,04/02/2016,74000.0,0,1,0
16062,16062,45,19/02/2016,65000.0,0,1,0
16064,16064,61,13/12/2017,84000.0,0,1,0
16065,16065,63,22/12/2015,58000.0,0,1,0
16066,16066,59,03/05/2018,105000.0,1,0,0
16067,16067,25,30/04/2018,47000.0,1,0,0
16068,16068,82,26/02/2017,65000.0,1,0,0
16069,16069,79,11/05/2016,107000.0,1,0,0
16070,16070,62,28/02/2016,52000.0,1,0,0
16071,16071,55,04/01/2018,35000.0,0,1,0
16072,16072,58,25/06/2017,45000.0,0,1,0
16073,16073,66,15/05/2016,90000.0,0,1,0
16074,16074,68,04/01/2015,97000.0,0,1,0
16075,16075,47,10/08/2015,51000.0,1,0,0
